,English,,Simplified Chinese,
217935,"Leppington Station, Platform 2",Leppington,莱平顿 (Leppington) 站 2 号站台,莱平顿 (Leppington)
217936,"Leppington Station, Platform 3",Leppington,莱平顿 (Leppington) 站 3 号站台,莱平顿 (Leppington)
2529219,"Shellharbour Junction, Platform 1",Dunmore,壳港市枢纽 (Shellharbour Junction)) 1 号站台,邓莫尔 (Dunmore)
2529220,"Shellharbour Junction, Platform 2",Dunmore,壳港市枢纽 (Shellharbour Junction)) 2 号站台,邓莫尔 (Dunmore)
2000414,"Darling Harbour, Convention Jetty",Sydney,达令港 (Darling Harbour) 会议中心 (Convention Jetty) 码头,悉尼 (Sydney)
217426,Edmondson Park Station,Edmondson Park,埃德蒙森公园 (Edmondson Park) 站,埃德蒙森公园 (Edmondson Park)
217933,Leppington Station,Leppington,莱平顿 (Leppington) 站,莱平顿 (Leppington)
217427,"Edmondson Park Station, Platform 1",Edmondson Park,埃德蒙森公园 (Edmondson Park) 1 号站台,埃德蒙森公园 (Edmondson Park)
217428,"Edmondson Park Station, Platform 2",Edmondson Park,埃德蒙森公园 (Edmondson Park) 2 号站台,埃德蒙森公园 (Edmondson Park)
200950,Casino Wharf,Sydney,卡西诺 (Casino) 码头,悉尼 (Sydney)
219210,Belmore Station,Belmore,贝摩 (Belmore) 站,贝摩 (Belmore)
277410,Blaxland Station,Blaxland,巴拉斯兰 (Blaxland) 站,巴拉斯兰 (Blaxland)
256020,Campbelltown Station,Campbelltown,金宝镇 (Campbelltown) 站,金宝镇 (Campbelltown)
223020,Cronulla Station,Cronulla,克罗诺拉 (Cronulla) 站,克罗诺拉 (Cronulla)
212110,Epping Station,Epping,艾坪 (Epping) 站,艾坪 (Epping)
204920,Lewisham Station,Lewisham,刘易舍姆 (Lewisham) 站,刘易舍姆 (Lewisham)
232110,Lochinvar Station,Lochinvar,洛琴瓦 (Lochinvar) 站,洛琴瓦 (Lochinvar)
275610,Mulgrave Station,Mulgrave,茂继乎 (Mulgrave) 站,茂继乎 (Mulgrave)
215020,Parramatta Station,Parramatta,帕拉马塔 (Parramatta) 站,帕拉马塔 (Parramatta)
250530,Port Kembla North Station,Port Kembla,肯布拉港北 (Port Kembla North) 站,肯布拉港 (Port Kembla)
230430,Sandgate Station,Sandgate,桑盖特 (Sandgate) 站,桑盖特 (Sandgate)
200070,Town Hall Station,Sydney,市政厅 (Town Hall) 站,悉尼 (Sydney)
250020,Wollongong Station,Wollongong,卧龙岗 (Wollongong) 站,卧龙岗 (Wollongong)
225920,Wyong Station,Wyong,怀昂 (Wyong) 站,怀昂 (Wyong)
2000274,"Circular Quay, Wharf 6",Sydney,环形码头 (Circular Quay) 6 号码头,悉尼 (Sydney)
212042,"Pennant Hills Station, Platform 3",Pennant Hills,彭南特山 (Pennant Hills) 站 3 号站台,彭南特山 (Pennant Hills)
211962,"Cheltenham Station, Platform 3",Cheltenham,切尔滕纳姆 (Cheltenham) 站 3 号站台,切尔滕纳姆 (Cheltenham)
200046,Barangaroo Station,Millers Point,巴兰加鲁 (Barangaroo) 站,米勒角 (Millers Point)
200066,Pitt Street Station,Sydney,皮特街 (Pitt Street) 站,悉尼 (Sydney)
201721,Waterloo Station,Waterloo,滑铁卢 (Waterloo) 站,滑铁卢 (Waterloo)
206516,Crows Nest Station,Crows Nest,乌鸦巢 (Crows Nest) 站,乌鸦巢 (Crows Nest)
206044,Victoria Cross Station,North Sydney,维多利亚十字 (Victoria Cross) 站,北悉尼 (North Sydney)
2000441,"Barangaroo, Wharf 1",Barangaroo,巴兰加鲁 (Barangaroo) 1 号码头,巴兰加鲁 (Barangaroo)
2000442,"Barangaroo, Wharf 2",Barangaroo,巴兰加鲁 (Barangaroo) 2 号码头,巴兰加鲁 (Barangaroo)
2300134,Crown Street Light Rail,Newcastle,皇冠街 (Crown Street) 轻轨,纽卡斯尔 (Newcastle)
220365,Dulwich Grove Light Rail,Dulwich Hill,达利奇格罗夫 (Dulwich Grove) 轻轨,德域山 (Dulwich Hill)
220364,Dulwich Grove Light Rail,Dulwich Hill,达利奇格罗夫 (Dulwich Grove) 轻轨,德域山 (Dulwich Hill)
220355,Dulwich Grove Light Rail,Dulwich Hill,达利奇格罗夫 (Dulwich Grove) 轻轨,德域山 (Dulwich Hill)
220363,Dulwich Hill Light Rail,Dulwich Hill,德域山 (Dulwich Hill) 轻轨,德域山 (Dulwich Hill)
220359,Dulwich Hill Light Rail,Dulwich Hill,德域山 (Dulwich Hill) 轻轨,德域山 (Dulwich Hill)
203353,ES Marks Light Rail,Kensington,ES 马克斯 (ES Marks) 轻轨,肯辛顿 (Kensington)
203354,ES Marks Light Rail,Kensington,ES 马克斯 (ES Marks) 轻轨,肯辛顿 (Kensington)
203362,ES Marks Light Rail,Kensington,ES 马克斯 (ES Marks) 轻轨,肯辛顿 (Kensington)
2000265,Exhibition Centre Light Rail,Sydney,展览中心 (Exhibition Centre) 轻轨,悉尼 (Sydney)
2000264,Exhibition Centre Light Rail,Sydney,展览中心 (Exhibition Centre) 轻轨,悉尼 (Sydney)
2000203,Exhibition Centre Light Rail,Sydney,展览中心 (Exhibition Centre) 轻轨,悉尼 (Sydney)
200937,Fish Market Light Rail,Pyrmont,鱼市场 (Fish Market) 轻轨,皮蒙特 (Pyrmont)
200938,Fish Market Light Rail,Pyrmont,鱼市场 (Fish Market) 轻轨,皮蒙特 (Pyrmont)
200952,Fish Market Light Rail,Pyrmont,鱼市场 (Fish Market) 轻轨,皮蒙特 (Pyrmont)
203781,Glebe Light Rail,Glebe,格列 (Glebe) 轻轨,格列 (Glebe)
203782,Glebe Light Rail,Glebe,格列 (Glebe) 轻轨,格列 (Glebe)
203755,Glebe Light Rail,Glebe,格列 (Glebe) 轻轨,格列 (Glebe)
2040111,Hawthorne Light Rail,Leichhardt,霍桑 (Hawthorne) 轻轨,莱卡特 (Leichhardt)
2040112,Hawthorne Light Rail,Leichhardt,霍桑 (Hawthorne) 轻轨,莱卡特 (Leichhardt)
204091,Hawthorne Light Rail,Leichhardt,霍桑 (Hawthorne) 轻轨,莱卡特 (Leichhardt)
2000445,Haymarket Light Rail,Haymarket,喜市 (Haymarket) 轻轨,喜市 (Haymarket)
2000446,Haymarket Light Rail,Haymarket,喜市 (Haymarket) 轻轨,喜市 (Haymarket)
2000168,Haymarket Light Rail,Haymarket,喜市 (Haymarket) 轻轨,喜市 (Haymarket)
2300108,Honeysuckle Light Rail,Newcastle,金银花 (Honeysuckle) 轻轨,纽卡斯尔 (Newcastle)
2300107,Honeysuckle Light Rail,Newcastle,金银花 (Honeysuckle) 轻轨,纽卡斯尔 (Newcastle)
2300130,Honeysuckle Light Rail,Newcastle,金银花 (Honeysuckle) 轻轨,纽卡斯尔 (Newcastle)
200939,John Street Square Light Rail,Pyrmont,约翰街广场 (John Street Square) 轻轨,皮蒙特 (Pyrmont)
200940,John Street Square Light Rail,Pyrmont,约翰街广场 (John Street Square) 轻轨,皮蒙特 (Pyrmont)
200948,John Street Square Light Rail,Pyrmont,约翰街广场 (John Street Square) 轻轨,皮蒙特 (Pyrmont)
203780,Jubilee Park Light Rail,Glebe,朱比利公园 (Jubilee Park) 轻轨,格列 (Glebe)
203779,Jubilee Park Light Rail,Glebe,朱比利公园 (Jubilee Park) 轻轨,格列 (Glebe)
203756,Jubilee Park Light Rail,Glebe,朱比利公园 (Jubilee Park) 轻轨,格列 (Glebe)
203288,Juniors Kingsford Light Rail,Kingsford,少年金斯福德 (Juniors Kingsford) 轻轨,金斯福德 (Kingsford)
229354,"Newcastle Interchange, Platform 3",Wickham,纽卡斯尔枢纽 (Newcastle Interchange) 站 3 号站台,威克姆 (Wickham)
2257265,Booker Bay Wharf,Booker Bay,布克湾 (Booker Bay) 码头,布克湾 (Booker Bay)
209525,"Manly, Wharf 2",Manly,曼利 (Manly) 2 号码头,曼利 (Manly)
2000143,Darling Harbour Wharf 2,Sydney,达令港 (Darling Harbour) 2 号码头,悉尼 (Sydney)
204138,White Bay Cruise Terminal,Balmain,白湾游轮 (White Bay Cruise) 码头,巴尔曼 (Balmain)
203289,Juniors Kingsford Light Rail,Kingsford,少年金斯福德 (Juniors Kingsford) 轻轨,金斯福德 (Kingsford)
2800216,Orange East Fork Station,Orange,奥兰治东岔口 (Orange East Fork) 站,奥兰治 (Orange)
2800217,"Orange East Fork Station, Platform 1",Orange,奥兰治东岔口 (Orange East Fork) 站 1 号站台,奥兰治 (Orange)
210545,"Scotland Island, Carols Wharf",Pittwater,苏格兰岛 (Scotland Island) 卡洛斯 (Carols) 码头,皮特沃特 (Pittwater)
256030,Macarthur Station,Campbelltown,麦克阿瑟 (Macarthur) 站,金宝镇 (Campbelltown)
277820,Linden Station,Linden,林登 (Linden) 站,林登 (Linden)
256610,Minto Station,Minto,明托 (Minto) 站,明托 (Minto)
223210,Sutherland Station,Sutherland,萨德兰 (Sutherland) 站,萨德兰 (Sutherland)
225930,Warnervale Station,Warnervale,华纳费尔 (Warnervale) 站,华纳费尔 (Warnervale)
207730,Asquith Station,Asquith,阿斯奎斯 (Asquith) 站,阿斯奎斯 (Asquith)
221320,East Hills Station,East Hills,东山 (East Hills) 站,东山 (East Hills)
228910,Kotara Station,Kotara,科塔拉 (Kotara) 站,科塔拉 (Kotara)
233310,Muswellbrook Station,Muswellbrook,马瑟尔布鲁克 (Muswellbrook) 站,马瑟尔布鲁克 (Muswellbrook)
211430,Meadowbank Station,Meadowbank,米多班克 (Meadowbank) 站,米多班克 (Meadowbank)
213510,Strathfield Station,Strathfield,史卓菲 (Strathfield) 站,史卓菲 (Strathfield)
214520,Wentworthville Station,Wentworthville,韦沃镇 (Wentworthville) 站,韦沃镇 (Wentworthville)
217010,Warwick Farm Station,Warwick Farm,沃里克农场 (Warwick Farm) 站,沃里克农场 (Warwick Farm)
23501,Armidale Station,Armidale,阿米代尔 (Armidale) 站,阿米代尔 (Armidale)
257930,Exeter Station,Exeter,埃克塞特 (Exeter) 站,埃克塞特 (Exeter)
276520,Vineyard Station,Vineyard,葡萄园 (Vineyard) 站,葡萄园 (Vineyard)
277910,Hazelbrook Station,Hazelbrook,海泽布鲁克 (Hazelbrook) 站,海泽布鲁克 (Hazelbrook)
24401,Kempsey Station,Kempsey,肯普西 (Kempsey) 站,肯普西 (Kempsey)
27001,Narrandera Station,Narrandera,纳兰德拉 (Narrandera) 站,纳兰德拉 (Narrandera)
28771,Euabalong West Station,Euabalong,尤阿伯朗西 (Euabalong West) 站,尤阿伯朗 (Euabalong)
219510,Lakemba Station,Lakemba,拉开巴 (Lakemba) 站,拉开巴 (Lakemba)
206110,Milsons Point Station,Milsons Point,米尔逊角 (Milsons Point) 站,米尔逊角 (Milsons Point)
250850,Coalcliff Station,Coalcliff,寇科利夫 (Coalcliff) 站,寇科利夫 (Coalcliff)
2209151,"Narwee Station, Platform 1",Narwee,那威 (Narwee) 站 1 号站台,那威 (Narwee)
204831,"Stanmore Station, Platform 1",Stanmore,斯坦莫尔 (Stanmore) 站 1 号站台,斯坦莫尔 (Stanmore)
2300141,"Newcastle Station, Platform 1",Newcastle,纽卡斯尔 (Newcastle) 站 1 号站台,纽卡斯尔 (Newcastle)
2320315,"Maitland Station, Platform 5",Maitland,梅特兰 (Maitland) 站 5 号站台,梅特兰 (Maitland)
2233282,"Heathcote Station, Platform 2",Heathcote,希思科特 (Heathcote) 站 2 号站台,希思科特 (Heathcote)
2533212,"Kiama Station, Platform 2",Kiama,基亚马 (Kiama) 站 2 号站台,基亚马 (Kiama)
207110,Killara Station,Killara,基拉腊 (Killara) 站,基拉腊 (Killara)
2747361,"Kingswood Station, Platform 1",Kingswood,金斯伍德 (Kingswood) 站 1 号站台,金斯伍德 (Kingswood)
203294,Juniors Kingsford Light Rail,Kingsford,少年金斯福德 (Juniors Kingsford) 轻轨,金斯福德 (Kingsford)
216120,Yennora Station,Yennora,耶诺拉 (Yennora) 站,耶诺拉 (Yennora)
2000328,"Central Station, Platform 8",Haymarket,中央 (Central) 车站 8 号站台,喜市 (Haymarket)
2000321,"Central Station, Platform 1",Haymarket,中央 (Central) 车站 1 号站台,喜市 (Haymarket)
2000392,"Town Hall Station, Platform 2",Sydney,市政厅 (Town Hall) 站 2 号站台,悉尼 (Sydney)
2015132,"Redfern Station, Platform 2",Eveleigh,雷德芬 (Redfern) 站 2 号站台,伊夫利 (Eveleigh)
208341,"Hawkesbury River Station, Platform 1",Brooklyn,霍克斯伯里河 (Hawkesbury River) 站 1 号站台,布鲁克林 (Brooklyn)
214075,"Homebush Station, Platform 5",Homebush,康宝树 (Homebush) 站 5 号站台,康宝树 (Homebush)
2160261,"Merrylands Station, Platform 1",Merrylands,马里兰 (Merrylands) 站 1 号站台,马里兰 (Merrylands)
2153404,"Norwest Station, Platform 1",Norwest,诺威斯特 (Norwest) 站 1 号站台,诺威斯特 (Norwest)
225030,Point Clare Station,Point Clare,克莱尔尖岬 (Point Clare) 站,克莱尔尖岬 (Point Clare)
274710,Werrington Station,Werrington,沃灵顿 (Werrington) 站,沃灵顿 (Werrington)
200040,Museum Station,Sydney,博物馆 (Museum) 站,悉尼 (Sydney)
2000331,"Central Station, Platform 11",Haymarket,中央 (Central) 车站 11 号站台,喜市 (Haymarket)
2000345,"Central Station, Platform 25",Surry Hills,中央 (Central) 车站 25 号站台,莎莉山 (Surry Hills)
2161262,"Yennora Station, Platform 2",Yennora,耶诺拉 (Yennora) 站 2 号站台,耶诺拉 (Yennora)
2166271,"Cabramatta Station, Platform 1",Cabramatta,卡布拉马塔 (Cabramatta) 站 1 号站台,卡布拉马塔 (Cabramatta)
219281,"Belmore Station, Platform 1",Belmore,贝摩 (Belmore) 站 1 号站台,贝摩 (Belmore)
2196292,"Punchbowl Station, Platform 2",Punchbowl,宾治宝 (Punchbowl) 站 2 号站台,宾治宝 (Punchbowl)
220592,"Arncliffe Station, Platform 2",Arncliffe,安克利夫 (Arncliffe) 站 2 号站台,安克利夫 (Arncliffe)
2211142,"Padstow Station, Platform 2",Padstow,帕茲托 (Padstow) 站 2 号站台,帕兹托 (Padstow)
204461,"St Peters Station, Platform 1",St Peters,圣彼得 (St Peters) 站 1 号站台,圣彼得 (St Peters)
204484,"Tempe Station, Platform 4",Tempe,坦佩 (Tempe) 站 4 号站台,坦佩 (Tempe)
206142,"Milsons Point Station, Platform 2",Milsons Point,米尔逊角 (Milsons Point) 站 2 号站台,米尔逊角 (Milsons Point)
207192,"Killara Station, Platform 2",Killara,基拉腊 (Killara) 站 2 号站台,基拉腊 (Killara)
2077301,"Hornsby Station, Platform 1",Hornsby,康士比 (Hornsby) 站 1 号站台,康士比 (Hornsby)
2216161,"Banksia Station, Platform 1",Banksia,奔驰亚 (Banksia) 站 1 号站台,奔驰亚 (Banksia)
221893,"Carlton Station, Platform 3",Carlton,交顿 (Carlton) 站 3 号站台,交顿 (Carlton)
2256461,"Wondabyne Station, Platform 1",Wondabyne,湾态阪 (Wondabyne) 站 1 号站台,湾态阪 (Wondabyne)
2264191,"Dora Creek Station, Platform 1",Dora Creek,多拉溪 (Dora Creek) 站 1 号站台,多拉溪 (Dora Creek)
2285362,"Cardiff Station, Platform 2",Cardiff,卡迪夫 (Cardiff) 站 2 号站台,卡迪夫 (Cardiff)
2300143,"Newcastle Station, Platform 3",Newcastle,纽卡斯尔 (Newcastle) 站 3 号站台,纽卡斯尔 (Newcastle)
2114193,"West Ryde Station, Platform 3",West Ryde,西怀特 (West Ryde) 站 3 号站台,西怀特 (West Ryde)
2121223,"Epping Station, Platform 3",Epping,艾坪 (Epping) 站 3 号站台,艾坪 (Epping)
2131122,"Ashfield Station, Platform 2",Ashfield,艾士菲 (Ashfield) 站 2 号站台,艾士菲 (Ashfield)
2135231,"Strathfield Station, Platform 1",Strathfield,史卓菲 (Strathfield) 站 1 号站台,史卓菲 (Strathfield)
214077,"Homebush Station, Platform 7",Homebush,康宝树 (Homebush) 站 7 号站台,康宝树 (Homebush)
2142322,"Granville Station, Platform 2",Granville,格兰维尔 (Granville) 站 2 号站台,格兰维尔 (Granville)
2320321,"Mindaribba Station, Platform 1",Mindaribba,明达里巴 (Mindaribba) 站 1 号站台,明达里巴 (Mindaribba)
2323321,"Metford Station, Platform 1",East Maitland,梅特福德 (Metford) 站 1 号站台,东梅特兰 (East Maitland)
242091,"Wallarobba Station, Platform 1",Wallarobba,瓦拉罗巴 (Wallarobba) 站 1 号站台,瓦拉罗巴 (Wallarobba)
250582,"Cringila Station, Platform 2",Port Kembla,克日恩吉拉 (Cringila) 站 2 号站台,肯布拉港 (Port Kembla)
2515141,"Thirroul Station, Platform 1",Thirroul,舌努 (Thirroul) 站 1 号站台,舌努 (Thirroul)
2142332,"Rosehill Station, Platform 2",Rosehill,玫瑰山 (Rosehill) 站 2 号站台,玫瑰山 (Rosehill)
2145661,"Westmead Station, Platform 1",Westmead,威士密 (Westmead) 站 1 号站台,威士密 (Westmead)
2148533,"Blacktown Station, Platform 3",Blacktown,黑镇 (Blacktown) 站 3 号站台,黑镇 (Blacktown)
2228131,"Miranda Station, Platform 1",Miranda,米兰达 (Miranda) 站 1 号站台,米兰达 (Miranda)
2233291,"Waterfall Station, Platform 1",Waterfall,瀑布 (Waterfall) 站 1 号站台,瀑布 (Waterfall)
2579112,"Wingello Station, Platform 2",Wingello,温杰洛 (Wingello) 站 2 号站台,温杰洛 (Wingello)
2526171,"Unanderra Station, Platform 1",Unanderra,乌南德拉 (Unanderra) 站 1 号站台,乌南德拉 (Unanderra)
253591,"Berry Station, Platform 1",Berry,贝里 (Berry) 站 1 号站台,贝里 (Berry)
2564142,"Macquarie Fields Station, Platform 2",Macquarie Fields,麦格理菲尔兹 (Macquarie Fields) 站 2 号站台,麦格理菲尔兹 (Macquarie Fields)
2575132,"Mittagong Station, Platform 2",Mittagong,米塔贡 (Mittagong) 站 2 号站台,米塔贡 (Mittagong)
278331,"Lawson Station, Platform 1",Lawson,劳森 (Lawson) 站 1 号站台,劳森 (Lawson)
2747372,"Werrington Station, Platform 2",Werrington,沃灵顿 (Werrington) 站 2 号站台,沃灵顿 (Werrington)
2760301,"St Marys Station, Platform 1",North St Marys,圣玛丽 (St Marys) 站 1 号站台,北圣玛丽 (North St Marys)
2767121,"Doonside Station, Platform 1",Doonside,冬西 (Doonside) 站 1 号站台,冬西 (Doonside)
277662,"Faulconbridge Station, Platform 2",Faulconbridge,佛肯桥 (Faulconbridge) 站 2 号站台,佛肯桥 (Faulconbridge)
2780221,"Medlow Bath Station, Platform 1",Medlow Bath,梅德洛浴 (Medlow Bath) 站 1 号站台,梅德洛浴 (Medlow Bath)
220310,Dulwich Hill Station,Dulwich Hill,德域山 (Dulwich Hill) 站,德域山 (Dulwich Hill)
200050,St James Station,Sydney,圣詹姆斯 (St James) 站,悉尼 (Sydney)
251830,Towradgi Station,Towradgi,陶沃拉奇 (Towradgi) 站,陶沃拉奇 (Towradgi)
2766143,"Rooty Hill Station, Platform 3",Rooty Hill,鲁蒂山 (Rooty Hill) 站 3 号站台,鲁蒂山 (Rooty Hill)
204310,Erskineville Station,Erskineville,埃斯基内维尔 (Erskineville) 站,埃斯基内维尔 (Erskineville)
26215,"Bungendore Station, Platform 1",Bungendore,宾根多尔 (Bungendore) 站 1 号站台,宾根多尔 (Bungendore)
203355,Kensington Light Rail,Kensington,肯辛顿 (Kensington) 轻轨,肯辛顿 (Kensington)
287054,"Parkes Station, Platform 1",Parkes,帕克斯 (Parkes) 站 1 号站台,帕克斯 (Parkes)
203356,Kensington Light Rail,Kensington,肯辛顿 (Kensington) 轻轨,肯辛顿 (Kensington)
203361,Kensington Light Rail,Kensington,肯辛顿 (Kensington) 轻轨,肯辛顿 (Kensington)
21102,Hunters Hill Wharf,Hunters Hill,猎人山 (Hunters Hill) 码头,猎人山 (Hunters Hill)
2155383,Rouse Hill Station,Rouse Hill,露斯山 (Rouse Hill) 站,露斯山 (Rouse Hill)
2155268,"Rouse Hill Station, Platform 2",Rouse Hill,露斯山 (Rouse Hill) 站 2 号站台,露斯山 (Rouse Hill)
20281,Double Bay Wharf,Double Bay,德宝湾 (Double Bay) 码头,德宝湾 (Double Bay)
20831,Brooklyn Wharf,Brooklyn,布鲁克林 (Brooklyn) 码头,布鲁克林 (Brooklyn)
201172,"Kings Cross Station, Platform 2",Potts Point,国王十字 (Kings Cross) 车站 2 号站台,帕茲角 (Potts Point)
2074192,"Warrawee Station, Platform 2",Warrawee,沃拉威 (Warrawee) 站 2 号站台,沃拉威 (Warrawee)
2121225,"Epping Station, Platform 5",Epping,艾坪 (Epping) 站 5 号站台,艾坪 (Epping)
2500392,"North Wollongong Station, Platform 2",North Wollongong,北卧龙岗 (North Wollongong) 站 2 号站台,北卧龙岗 (North Wollongong)
2576341,"Bowral Station, Platform 1",Bowral,鲍勒尔 (Bowral) 站 1 号站台,鲍勒尔 (Bowral)
2763171,"Quakers Hill Station, Platform 1",Quakers Hill,贵格山 (Quakers Hill) 站 1 号站台,贵格山 (Quakers Hill)
217937,"Leppington Station, Platform 4",Leppington,莱平顿 (Leppington) 站 4 号站台,莱平顿 (Leppington)
2529218,Shellharbour Junction Station,Dunmore,壳港市枢纽 (Shellharbour Junction) 站,邓莫尔 (Dunmore)
20883,Taronga Zoo Wharf,Mosman,塔龙加动物园 (Taronga Zoo) 码头,莫斯曼 (Mosman)
222320,Oatley Station,Oatley,奥特利 (Oatley) 站,奥特利 (Oatley)
256310,Menangle Park Station,Menangle Park,梅南哥公园 (Menangle Park) 站,梅南哥公园 (Menangle Park)
253330,Kiama Station,Kiama,基亚马 (Kiama) 站,基亚马 (Kiama)
216010,Merrylands Station,Merrylands,马里兰 (Merrylands) 站,马里兰 (Merrylands)
28801,Broken Hill Station,Broken Hill,布罗肯希尔 (Broken Hill) 站,布罗肯希尔 (Broken Hill)
208181,"Cowan Station, Platform 1",Cowan,考恩 (Cowan) 站 1 号站台,考恩 (Cowan)
2166281,"Canley Vale Station, Platform 1",Canley Vale,坎利谷 (Canley Vale) 站 1 号站台,坎利谷 (Canley Vale)
2077291,"Asquith Station, Platform 1",Asquith,阿斯奎斯 (Asquith) 站 1 号站台,阿斯奎斯 (Asquith)
2220351,"Allawah Station, Platform 1",Hurstville,阿拉瓦 (Allawah) 站 1 号站台,好士围 (Hurstville)
213281,"Croydon Station, Platform 1",Croydon,克罗伊登 (Croydon) 站 1 号站台,克罗伊登 (Croydon)
2515112,"Austinmer Station, Platform 2",Austinmer,奥斯汀莫 (Austinmer) 站 2 号站台,奥斯汀莫 (Austinmer)
2145642,"Pendle Hill Station, Platform 2",Pendle Hill,佩杜山 (Pendle Hill) 站 2 号站台,佩杜山 (Pendle Hill)
2579111,"Wingello Station, Platform 1",Wingello,温杰洛 (Wingello) 站 1 号站台,温杰洛 (Wingello)
2774121,"Warrimoo Station, Platform 1",Warrimoo,沃梨木 (Warrimoo) 站 1 号站台,沃梨木 (Warrimoo)
21101,Woolwich Wharf,Woolwich,伍尔维奇 (Woolwich) 码头,伍尔维奇 (Woolwich)
252920,Oak Flats Station,Oak Flats,橡树地 (Oak Flats) 站,橡树地 (Oak Flats)
23824,"Boggabri Station, Platform 1",Boggabri,巴格布里 (Boggabri) 站 1 号站台,巴格布里 (Boggabri)
203950,Glebe Island Wharf,Glebe,格列岛 (Glebe Island) 码头,格列 (Glebe)
20007,Garden Island Wharf,Potts Point,花园岛 (Garden Island) 码头,帕茲角 (Potts Point)
203286,Kingsford Light Rail,Kingsford,金斯福德 (Kingsford) 轻轨,金斯福德 (Kingsford)
203287,Kingsford Light Rail,Kingsford,金斯福德 (Kingsford) 轻轨,金斯福德 (Kingsford)
203295,Kingsford Light Rail,Kingsford,金斯福德 (Kingsford) 轻轨,金斯福德 (Kingsford)
2040114,Leichhardt North Light Rail,Lilyfield,莱卡特北 (Leichhardt North) 轻轨,莉莉田 (Lilyfield)
2040113,Leichhardt North Light Rail,Lilyfield,莱卡特北 (Leichhardt North) 轻轨,莉莉田 (Lilyfield)
200945,Fish Market Wharf,Pyrmont,鱼市场 (Fish Market) 码头,皮蒙特 (Pyrmont)
232230,Beresfield Station,Beresfield,贝雷斯菲尔德 (Beresfield) 站,贝雷斯菲尔德 (Beresfield)
20472,Birkenhead Wharf,Drummoyne,伯肯黑德 (Birkenhead) 码头,德拉莫因 (Drummoyne)
208033,Mackerel Beach Wharf,Pittwater,马鲛鱼海滩 (Mackerel Beach) 码头,皮特沃特 (Pittwater)
22301,Cronulla Wharf,Cronulla,克罗诺拉 (Cronulla) 码头,克罗诺拉 (Cronulla)
200954,Pirrama Park Wharf,Pyrmont,皮拉玛公园 (Pirrama Park) 码头,皮蒙特 (Pyrmont)
203771,Blackwattle Bay Wharf,Glebe,布莱克瓦特湾 (Blackwattle Bay) 码头,格列 (Glebe)
279821,Millthorpe Station,Millthorpe,米尔索普 (Millthorpe) 站,米尔索普 (Millthorpe)
279822,"Millthorpe Station, Platform 1",Millthorpe,米尔索普 (Millthorpe) 站 1 号站台,米尔索普 (Millthorpe)
204090,Leichhardt North Light Rail,Lilyfield,莱卡特北 (Leichhardt North) 轻轨,莉莉田 (Lilyfield)
204993,Lewisham West Light Rail,Lewisham,刘易舍姆西 (Lewisham West) 轻轨,刘易舍姆 (Lewisham)
204950,Lewisham West Light Rail,Lewisham,刘易舍姆西 (Lewisham West) 轻轨,刘易舍姆 (Lewisham)
204994,Lewisham West Light Rail,Lewisham,刘易舍姆西 (Lewisham West) 轻轨,刘易舍姆 (Lewisham)
2040101,Lilyfield Light Rail,Lilyfield,莉莉田 (Lilyfield) 轻轨,莉莉田 (Lilyfield)
2040115,Lilyfield Light Rail,Lilyfield,莉莉田 (Lilyfield) 轻轨,莉莉田 (Lilyfield)
204089,Lilyfield Light Rail,Lilyfield,莉莉田 (Lilyfield) 轻轨,莉莉田 (Lilyfield)
2040110,Marion Light Rail,Leichhardt,马里恩 (Marion) 轻轨,莱卡特 (Leichhardt)
2040109,Marion Light Rail,Leichhardt,马里恩 (Marion) 轻轨,莱卡特 (Leichhardt)
204092,Marion Light Rail,Leichhardt,马里恩 (Marion) 轻轨,莱卡特 (Leichhardt)
2021101,Moore Park Light Rail,Moore Park,摩尔公园 (Moore Park) 轻轨,摩尔公园 (Moore Park)
2021102,Moore Park Light Rail,Moore Park,摩尔公园 (Moore Park) 轻轨,摩尔公园 (Moore Park)
202195,Moore Park Light Rail,Moore Park,摩尔公园 (Moore Park) 轻轨,摩尔公园 (Moore Park)
2300136,Newcastle Beach Light Rail,Newcastle,纽卡斯尔海滩 (Newcastle Beach) 轻轨,纽卡斯尔 (Newcastle)
2300129,Newcastle Beach Light Rail,Newcastle,纽卡斯尔海滩 (Newcastle Beach) 轻轨,纽卡斯尔 (Newcastle)
229315,Newcastle Interchange Light Rail,Wickham,纽卡斯尔枢纽 (Newcastle Interchange) 轻轨,威克姆 (Wickham)
2000202,Paddys Market Light Rail,Haymarket,派迪市场 (Paddy's Market) 轻轨,喜市 (Haymarket)
2000253,Paddy's Markets Light Rail,Haymarket,派迪市场 (Paddy's Market) 轻轨,喜市 (Haymarket)
2000254,Paddy's Markets Light Rail,Haymarket,派迪市场 (Paddy's Market) 轻轨,喜市 (Haymarket)
200944,Pyrmont Bay Light Rail,Pyrmont,皮蒙特湾 (Pyrmont Bay) 轻轨,皮蒙特 (Pyrmont)
200943,Pyrmont Bay Light Rail,Pyrmont,皮蒙特湾 (Pyrmont Bay) 轻轨,皮蒙特 (Pyrmont)
200946,Pyrmont Bay Light Rail,Pyrmont,皮蒙特湾 (Pyrmont Bay) 轻轨,皮蒙特 (Pyrmont)
2300128,Queens Wharf Light Rail,Newcastle,皇后码头 (Queens Wharf) 轻轨,纽卡斯尔 (Newcastle)
